Rooms,Footage,Rent,address,title,description,street,city,canton
4.5,137,2060,"Heiselstrasse 116, 8155 Niederhasli, ZH",«Ruhige Wohnsiedlung im Grünen»,"Diese schöne Dachmaisonette-Wohnung bietet Ihnen folgende Annehmlichkeiten:- Küche mit Geschirrspüler- Glaskeramikherd- Bad/WC- separate Dusche/WC- eigene Waschmaschine/Tumbler- Balkon- KellerabteilBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.Einstellplätze können bei Bedarf für CHF 120.00 pro Monatdazugemietet werden. Doppeleinstellplätze für CHF 160.00 pro Monat je nach Verfügbarkeit.Einkaufsmöglichkeiten wie zum Beispiel eine Migros und weitere Dien",Heiselstrasse 116,8155 Niederhasli,ZH
3.5,87,2980,"In Lampitzäckern 45, 8305 Dietlikon, ZH","«Alles, was das Herz begehrt! Wunderschöne 3.5-Zimmer-Attikawohnung»","Die Wohnung wurde im Jahr 2018 totalsaniert. Die moderne, lichtdurchflutete Wohnung kann Ihnen Folgendes bieten:- Boden: Parkett (ausgenommen Nasszellen)- Eigene Waschmaschine / Tumbler- Bad / WC- Dusche / WC- Gemütlicher Balkon- Kellerabteil- Nahe Einkaufsmöglichkeiten (Coop)- Bilder zeigen den StandardWir freuen uns auf Ihre Wohnungsbewerbung!",In Lampitzäckern 45,8305 Dietlikon,ZH
1.5,37,1840,"Südstrasse 3, 8008 Zürich, ZH","«Strandbad, See und Stadt - alles in Reichweite!»","An bester Lage vermieten wir per sofort oder nach Vereinbarung eine wunderschöne Single-Wohnung, die nach einer umfassenden Sanierung nun zur Erstvermietung bereitsteht.- Alle Wohnräume mit edlem Parkettboden- Grosszügige, helle Räume, die für ein angenehmes Wohnklima sorgen- Einbauschränke im Korridor- Moderne Küche mit Glaskeramikherd und viel Stauraum- Modernes Bad/WC mit hochwertigen Armaturen und Fliesen- Balkon mit Platz für Sitzgelegenheiten und Aussicht- Kellerabteil für zusätzlichen Stauraum- LiftDas Seefeld ist eine der begehrtesten W",Südstrasse 3,8008 Zürich,ZH
1.5,37,1840,"Südstrasse 3, 8008 Zürich, ZH",«Leben am See: Gemütliche Single-Wohnung im Seefeld!»,"An bester Lage vermieten wir per sofort oder nach Vereinbarung eine wunderschöne Single-Wohnung, die nach einer umfassenden Sanierung nun zur Erstvermietung bereitsteht.- Alle Wohnräume mit edlem Parkettboden- Grosszügige, helle Räume, die für ein angenehmes Wohnklima sorgen- Einbauschränke im Korridor- Moderne Küche mit Glaskeramikherd und viel Stauraum- Modernes Bad/WC mit hochwertigen Armaturen und Fliesen- Balkon mit Platz für Sitzgelegenheiten und Aussicht- Kellerabteil für zusätzlichen Stauraum- LiftDas Seefeld ist eine der begehrtesten W",Südstrasse 3,8008 Zürich,ZH
4.5,100,2085,"Hörnlistrasse 4, 8400 Winterthur, ZH","«Charmante, grosszügige Wohnung mit sanierter Küche!»","An ruhiger und begrünter Lage vermieten wir per sofort oder nach Vereinbarung diese grosszügige 4.5-Zimmer-Wohnung im 2. Stock, die Ihnen unter anderem den folgenden Ausbaustandard zu bieten hat:- alle Zimmer mit Parkettboden- abgeschlossene, frisch sanierte Küche mit Fenster- mit Glaskeramikherd- mit Geschirrspüler- mit hochgelegenem Backofen- Badezimmer mit Badewanne und Doppellavabo- Gäste-WC- Wandschrank im Korridor- grosser, sonniger Balkon- Kellerabteil- LiftEs handelt sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumau",Hörnlistrasse 4,8400 Winterthur,ZH
2.5,49,4475,"Rosengartenstrasse 55, 8037 Zürich, ZH",«Erstvermietung Neubau: Ruhige Lage mit Fernsicht»,,Rosengartenstrasse 55,8037 Zürich,ZH
3.0,72,1780,"Schützenstrasse 42 A, 8400 Winterthur, ZH",«Sehr ruhig aber doch zentral!»,Wir vermieten per 01.07.2023 diese moderne 3-Zimmerwohnung an zentraler aber doch ruhiger Wohnlage. Das Wohnobjekt bietet Ihnen die folgenden Annehmlichkeiten:- Wohn- und Schlafzimmer mit Parkettboden- Korridor mit Linoleumboden- moderne Küche mit Plattenboden - mit Glaskeramikherd- und Geschirrspüler- modernes Badezimmer/WC- schöner Balkon- Keller- und EstrichabteilDie Musterfotos zeigen lediglich den Ausbaustandard der Wohnung. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundrissplan. Die Liegenschaft befindet sich im Quartier Neuwiese,Schützenstrasse 42 A,8400 Winterthur,ZH
2.5,65,2260,"Grütstrasse 51, 8047 Zürich, ZH",«Moderne Wohnung nahe Zentrum Albisrieden»,"Wir sind auf der Suche nach neuen Mietern für diese tolle 2.5-Zimmerwohnung, welche sich bestens für Singles oder Paare ohne Kinder eignet. Nebst dem ansprechenden Grundriss verfügt dieses Objekt über den folgenden Ausbaustandard:- lichtdurchflutetes Wohnzimmer mit hellem Plattenbelag- Schlafzimmer mit Parkettboden- offene geräumige und moderne Küche- Backofen, Glaskeramikherd, Geschirrspüler- Kühlschrank mit separatem Gefrierfach- viele Einbauschränke im Korridor- grosser, sonniger BalkonBei den Fotos handelt es sich um Musterbilder, die den A",Grütstrasse 51,8047 Zürich,ZH
3.5,87,2950,"In Lampitzäckern 43, 8305 Dietlikon, ZH",«Grosszügige und lichtdurchflutete Wohnung»,Wir vermieten nach Vereinbarung eine grosszügige und lichtdurchflutete Wohnung! Im Jahr 2018 wurde die Wohnung totalsaniert und kann Ihnen nun folgendes bieten:- Offene moderne Küche- Boden Parkett in allen Wohnräumen (neu geschliffen und versiegelt)- Eigene Waschmaschine / Tumbler- Bad / WC- Dusche / WC- Kellerabteil- Grosszügiger Balkon- Div. nahe Einkaufsmöglichkeiten- Kinderfreundliche Umgebung- Kein LiftDie Bilder zeigen den Standard und können allenfalls ein wenig abweichen.Wir freuen uns auf Ihre Bewerbung!,In Lampitzäckern 43,8305 Dietlikon,ZH
4.5,109,2360,"Weberstrasse 91, 8400 Winterthur, ZH",«Exklusive moderne Wohnung mit Weitblick!»,"Diese Wohnung ist per 1. Juli 2023 verfügbar und hat Ihnen die folgenden Annehmlichkeiten zu bieten:- moderner Ausbaustandard- ganze Wohnung mit Parkettboden- schöne, grosszügige Küche- grosse Arbeitsfläche- mit Glaskeramikherd- und Geschirrspüler- Naturstein-Abdeckung- Bad/WC mit Badewanne- mit Waschmaschine/Tumbler- separates WC mit Dusche- Einbauschränke- grosser Balkon- Kellerabteil - grosszügiger GrundrissEs handelt sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundrissplan. Ein Ein",Weberstrasse 91,8400 Winterthur,ZH
4.5,94,2010,"Heusserstrasse 17, 8634 Hombrechtikon, ZH",«Im Grünen wartet ein frisch saniertes Zuhause auf Sie!»,Per sofort oder nach Vereinbarung vermieten wir diese attraktive und frisch sanierte 4.5-Zimmerwohnungen in einer gepflegten Siedlung mit grünem Umschwung. Die Überbauung ist durch eine Quartierstrasse erschlossen und somit sehr ruhig gelegen. Das Wohnobjekt überzeugt mit den folgenden Annehmlichkeiten;- grosses Wohnzimmer mit Parkettboden- zwei abschliessbare Schlafzimmer mit Parkettboden- halboffene Küche mit Plattenboden und Fensterfront- mit Platz für einen Esstisch- mit Granitabdeckung- mit Glaskeramikherd - mit Geschirrspüler- Korridor mi,Heusserstrasse 17,8634 Hombrechtikon,ZH
4.0,86,2315,"Witikonerstr. 243 / 245, 8053 Zürich, ZH",«Wohnen am Rande der Stadt - Zürich Witikon»,"Wir vermieten per 01.06.2023 dieses Schmuckstück, dass Ihnen nebst dem attraktiven Grundriss folgenden Ausbaustandart zu bieten hat: - schöne und bevorzugte Wohnlage- Wohn und Schlafzimmer mit Parkettboden- Küche mit Glaskeramikherd- Bad/WC mit Tageslicht, sep. WC- Einbauschränke im Korridor- Balkon- Keller und EstrichabteilBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.Bei Bedarf und Verfügbarkeit kann ein Einstellplatz für CHF 160.00 pro Monat dazu gem",Witikonerstr. 243 / 245,8053 Zürich,ZH
5.5,167,4290,"Felsenrainstrasse 67, 8052 Zürich, ZH",«Sonnige und moderne Attikawohnung mit schöner Aussicht»,"Wir vermieten diese wunderschöne 5.5-Zimmer-Attikawohnung. Die Liegenschaft wurde 2008 neu erbaut und verfügt über einen gehobenen Standard. Die entsprechende Wohnung bietet Ihnen unter anderem den folgenden Ausbaustandard:- helle Bodenplatten im Wohn- / Essbereich und Korridor- grosser, heller Wohn- / Essbereich- Schwedenofen im Wohnzimmer- offenes Studiozimmer- offene und moderne Küche- schwarze Granit-Abdeckung- Geschirrspüler- Glaskeramikherd- Deckenspots- alle Schlafzimmer mit Parkettboden- drei Schlafzimmer abschliessbar- von allen Zimmer",Felsenrainstrasse 67,8052 Zürich,ZH
4.5,111,2390,"Lochäckerstrasse 18/20/22, 8302 Kloten, ZH",«Ruhig gelegene Wohnung für Familien oder Wohngemeinschaft»,"Wir vermieten diese moderne und sanierte Wohnung an der Lochäckerstrasse 18, welche Ihnen nebst der ruhigen und idyllischen Lage den folgenden Ausbaustandard bietet:- alle Wohnräume mit Parkettboden- Eingangsbereich mit praktischen Wandschränken- schöner und ansprechender Wohnbereich- drei geräumige Schlafzimmer- abgeschlossene und helle Küche mit Balkon- Granitabdeckung- Glaskeramikherd- Geschirrspüler- Nassbereich mit Badewanne und Toilette- separate Toilette und Lavabo- Balkon mit Abendsonne- Bastelraum- Kellerabteil- kein LiftBei der Sanier",Lochäckerstrasse 18/20/22,8302 Kloten,ZH
3.5,78,1985,"Nidelbadstrasse 19, 8803 Rüschlikon, ZH",«Ihre neue Wohlfühloase im steuergünstigen Rüschlikon!»,"Diese ansprechende Wohnung befindet sich in einer äusserst gepflegten und begrünten Liegenschaft. Dieses Objekt ist per sofort oder nach Vereinbarung zu vermieten und bietet Ihnen nebst einer idealen Raumaufteilung die folgende Ausstattung:- Wohn- und Schlafzimmer mit Parkettboden- Küche, Badezimmer und Korridor mit Plattenboden- mit Glaskeramikherd, Granitabdeckung und Geschirrspüler- mit grossem Kühlschrank und Tiefkühlschubladen- modernes Badezimmer- KellerabteilEs handelt sich um Musterbilder, die den Ausbaustandard zeigen. Ein Grundrisspla",Nidelbadstrasse 19,8803 Rüschlikon,ZH
4.5,105,3525,"Blütenstrasse 12, 8057 Zürich, ZH",«Wohnen direkt am Berninaplatz»,"Direkt am Berninaplatz vermieten wir Per 01.07.2023 eine helle und grosszügige Wohnung in einer modernen Liegenschaft welche im Sommer 2017 erbaut wurde. Der Innenausbau überzeugt durch folgende Ausstattung:Offene Küche mit Granitabdeckung, Geschirrspüler und InduktionskochherdSämtliche Wohnräume mit EichenparkettGrosszügiges Wohnzimmer Badezimmer mit PlattenbodenGedeckter BalkonWaschmaschine/Tumbler in der WohnungEinstellplätze können für CHF 160.00 separat dazu gemietet werden.Einkaufsmöglichkeiten und die Tramhaltestelle ""Berninaplatz"" sind",Blütenstrasse 12,8057 Zürich,ZH
4.5,160,3780,"Uhwieserstrasse 23, 8247 Flurlingen, ZH",«Wunderschöne Neubauwohnung im exklusiven Wohnquartier mit Fernsicht und Nähe Rhein»,,Uhwieserstrasse 23,8247 Flurlingen,ZH
2.5,60,3645,"Rosengartenstrasse 55, 8037 Zürich, ZH",«ERSTVERMIETUNG: ruhige Lage nähe Bucheggplatz mit Balkon»,,Rosengartenstrasse 55,8037 Zürich,ZH
3.5,77,3314,"Engweg 1, 8006 Zürich, ZH","«Engweg 1, 8006 Zürich»","Wohnen mitten in ZürichAn ruhiger aber dennoch zentraler Lage mitten in der Stadt Zürich werden ab 1. Juni 2023 am Engweg 1+3 frisch renovierte 1.0- 3.5-Zimmerwohnungen verfügbar.Neue, moderne Küche und BadezimmerBodenbelag Parkett (bestehend)Gemütlicher BalkonGut möblierbarer GrundrissEigener Waschturm im UGKellerabteil im UGZusätzlich verfügt die Liegenschaft über Tiefgaragenplätze, welche auf Wunsch dazu gemietet werden können.Weitere Informationen zu den Wohnungen finden Sie auf der Projektwebseite engweg-zuerich.ch *Bitte beachten Sie, das",Engweg 1,8006 Zürich,ZH
2.0,64,2880,"Engweg 1, 8006 Zürich, ZH","«Engweg 1, 8006 Zürich»","Wohnen mitten in ZürichAn ruhiger aber dennoch zentraler Lage mitten in der Stadt Zürich werden ab 1. Juni 2023 am Engweg 1+3 frisch renovierte 1.0- 3.5-Zimmerwohnungen verfügbar.Neue, moderne Küche und BadezimmerBodenbelag Parkett (bestehend)Gemütlicher BalkonGut möblierbare GrundrisseEigener Waschturm im UGKellerabteil im UGZusätzlich verfügt die Liegenschaft über Tiefgaragenplätze, welche auf Wunsch dazu gemietet werden können.Weitere Informationen zu den Wohnungen finden Sie auf der Projektwebseite engweg-zuerich.ch *Bitte beachten Sie, das",Engweg 1,8006 Zürich,ZH
3.5,104,2005,"Am Isenbach 3, 8906 Bonstetten, ZH",«Wohnerlebnis Maisonette - stadtnah und idyllisch Wohnen!»,"Wir vermieten diese heimelige und moderne 3.5-Zimmer-Maisonettewohnung, welche sich in einer ruhigen und gepflegten Liegenschaft befindet. Dieses Schmuckstück bietet Ihnen nebst einem attraktiven Grundriss den folgenden Komfort - sämtliche Wohnräume mit Parkettboden- charmantes, helles Wohnzimmer - grosszügige Schlafzimmer- kleine, schmucke Galerie- offene Küche mit Parkettboden- mit Geschirrspüler und Glaskeramikherd- mit grossem Kühlschrank und Tiefkühlfach- Bad/WC mit Plattenboden- mit kleinem Reduit- separates Gäste-WC- schöner und sonniger",Am Isenbach 3,8906 Bonstetten,ZH
2.0,57,1880,"Bützenstrasse 23, 8185 Winkel, ZH",«Wohnung in ruhiger und dörflicher Umgebung»,"Wir sind auf der Suche nach neuen Mietern für diese schöne 2-Zimmerwohnung, welche sich bestens für Singles oder Paare ohne Kinder eignet. Nebst dem ansprechenden Grundriss verfügt dieses Objekt über den folgenden Ausbaustandard:- Wohnzimmer mit hochwertigem dunklen Parkettboden- Schlafzimmer mit hochwertigem dunklen Parkettboden- helle Räume mit Vollfrontverglasung- Küche mit hochliegendem Backofen- Geschirrspüler- Glaskeramikkochfeld- Granitabstellfläche- Dusche/WC mit dunklen Bodenplatten - Einbauschrank mit verspiegelter Front- sehr grosser",Bützenstrasse 23,8185 Winkel,ZH
2.5,76,2025,"Else-Züblin-Strasse 77, 8404 Winterthur, ZH",«Ob gemeinsam oder allein - 2.5-Zimmer-Wohnung im ROY»,"""ROY erlebe das neue Winterthur""Sind Sie auf der Suche nach einem neuen, modernen zu Hause? Bei uns finden Sie garantiert die perfekte Wohnung, welche Ihren Vorstellungen entspricht.Lassen Sie sich vom hochwertigen Ausbaustandard überzeugen und vereinbaren Sie noch heute einen individuellen Besichtigungstermin.Alle Informationen finden Sie auf unserer Objekthomepage https://www.roy-winterthur.chWir freuen uns auf Ihre Kontaktaufnahme.*Die Musterfotos zeigen den Ausbaustandard der Überbauung ROY*- Glasfaseranschluss",Else-Züblin-Strasse 77,8404 Winterthur,ZH
4.5,118,2515,"Richterwis 2, 8303 Bassersdorf, ZH",«Willkommen im Paradies - MIETEN OHNE KAUTION!!!»,"Die attraktive und helle Wohnung befindet sich in einer gepflegter Liegenschaft mit Blick ins Grün und guter Besonnung. Lassen Sie sich von folgenden Vorzügen überzeugen: - Parkett in sämtlichen Zimmern- Einbauschränke- Küche mit Glaskeramikherd und Geschirrspüler- Badezimmer mit Doppellavabo- Waschmaschine und Tumbler sind in der Wohnung vorhanden- Balkon 19 m2 (Bitte beachten Sie, dass infolge Arbeiten an der Fassade der Balkon von Mai bis ca. Ende Juli 2023 nicht genutzt werden kann)- Die Liegenschaft ist in einer Grünanlage von über 7000m2",Richterwis 2,8303 Bassersdorf,ZH
3.5,83,2150,"Langacherstrasse 18, 8103 Unterengstringen, ZH",«Zentrale Wohnung an ruhiger Lage»,"Wir sind auf der Suche nach neuen Mietern für diese schöne 3.5-Zimmerwohnung. Im nahen Zentrum finden Sie verschiedene Einkaufsmöglichkeiten wie Migros, Denner, Coop, Post und viele weitere Dienstleister. Eine Mobility Station ist ebenfalls dort angesiedelt.Die Busstation ""Unterengstringen Langacker"" befindet sich in unmittelbarer Nähe und die Linie 304 bringt Sie direkt zum Bahnhof Altstetten.Auch die Limmat, welche zu schönen Spaziergängen einlädt, erreichen Sie in wenigen Gehminuten.Nebst dem ansprechenden Grundriss verfügt dieses Objekt übe",Langacherstrasse 18,8103 Unterengstringen,ZH
1.0,22,1010,"Affolternstrasse 159, 8050 Zürich, ZH",«Wohnen auf kleinem Raum: Charmante 1-Zimmerwohnung zu vermieten»,"Wir vermieten per sofort oder nach Vereinbarung diese gemütliche 1-Zimmerwohnung. Das Wohnobjekt bietet Ihnen folgende Annehmlichkeiten:- Wohnzimmer mit Parkettboden- Einbauschrank- Küche mit Plattenboden- mit Glaskeramikherd- Bad/WC mit Plattenboden- mit DuscheBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.In der Nähe der Liegenschaft befindet sich ein Denner, welcher den täglichen Bedarf abdeckt, sowie einige Restaurants. Die Bushaltestation Zürich, Ob",Affolternstrasse 159,8050 Zürich,ZH
2.0,48,1260,"Zipartenstr. 49, 8600 Dübendorf, ZH","«Hier blüht Ihnen was! Schöne, neu sanierte Wohnung wartet auf Sie!»","Mittendrin und doch im Grünen, sucht diese gemütliche Wohnung Ihren neuen Bewohner! Mit folgenden Punkten weiss Ihr neues Zuhause zu überzeugen: - Ganze Wohnung mit Parkett- Bad / WC- Sep. WC- Sonniger Balkon- Offene Küche mit GS- Lift vorhanden- Haustiere erlaubt- BodenheizungEinstellplätze können für CHF 140.00 mtl. dazu gemietet werden. DieLiegenschaft wurde im Jahr 2017 komplett saniert.",Zipartenstr. 49,8600 Dübendorf,ZH
1.0,48,1430,"Wartstr. 26, 8400 Winterthur, ZH",«Zentrales Wohnen direkt beim Bahnhof «Mieten ohne Kaution»»,"Suchen Sie eine Wohnung an zentraler Lage - dann wäre dies die perfekte Wohnung für Sie.- Separate Küche mit Glaskeramik, Backofen und Geschirrspüler- Ganze Wohnung Parkett- Dusche/WC (2015 saniert)- Kein BalkonDen Hauptbahnhof erreichen Sie zu Fuss in nur 2 Gehminuten. Ausserdem gibt es diverse Einkaufsmöglichkeiten in unmittelbarer Gehdistanz und die Altstadt ist auch nicht weit entfernt. (Die Bilder zeigen den Standard.)",Wartstr. 26,8400 Winterthur,ZH
2.5,78,1875,"Im Grüntal 21, 8405 Winterthur, ZH",«Moderne 2.5 Zimmer Wohnung!»,"Per 01.10.2021 vermieten wir Ihnen diese stylische, moderne Neubauwohnung. Mit 78 m2 und 2.5 Zimmern ist diese perfekt für Sie und Ihren Partner:- Grüne Umgebung- Ganzer Wohnbereich mit Parkett ausgelegt- Moderne Küche mit Glaskeramik, Geschirrspüler und  Hocheinbaubackofen- Dusche/WC mit Keramikplatten - Wandschränke im Korridor- Eigene Waschmaschine mit Tumbler in einem sep. Reduit- Balkon*Die Bilder zeigen den Standard der Wohnung*- Einstellplatz à CHF 130.00 vorhandenKonnten wir Ihr Interesse wecken? Dann freuen wir uns auf Ihre Kontaktaufn",Im Grüntal 21,8405 Winterthur,ZH
3.5,103,2440,"Rudolfstr. 23, 8400 Winterthur, ZH",«Zentrale Citylage mit wohnlicher Behaglichkeit»,- Lift direkt in die Wohnung- offene Küche- ganze Wohnung Eschenparkett- exklusive Natursteinplatten in den Nasszellen- WC/DU und Bad/WC seperat- Wasch-/Trockenturm in Wohnung- durchgehende Raumhöhe 2.80 m- variable Raumeinteilung durch Schiebetüren- Loggia mit raumhoher Verglasung- Einstellplätze à CHF 170.00 mtl. vorhandenDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.,Rudolfstr. 23,8400 Winterthur,ZH
4.5,102,2480,"Studenrain 13, 8122 Binz, ZH","«familienfreundliche, ländliche Ueberbauung im Grünen»","In gepflegter Überbauung vermieten per 16.07.2023 wir diese grosszügige 4.5-Zimmerwohnung mit einem grosszügigem Gartensitzplatz und den folgenden Annehmlichkeiten: - Wohnräume mit Parkettboden- grosses Entrée mit Garderobe - Wohn-/Esszimmer - mit Ausgang auf den Gartensitzplatz - Küche mit vielen Einbauschränken- separate Dusche/WC mit Lavabo- Badezimmer mit Doppellavabo - Lift- Kellerabteil - ReduitBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.Bei Bed",Studenrain 13,8122 Binz,ZH
2.5,75,2600,"Langacherstrasse 14, 8103 Unterengstringen, ZH",«Erstvermietung nach Sanierung»,"Wir vermieten per sofort oder nach Vereinbarung moderne 2.5-Zimmerwohnungen in dieser gesamtsanierten Liegenschaft. Die Wohnungen überzeugen mit folgendem Ausbaustandard:- Wohn- und Schlafzimmer mit Parkettboden- Küche und Bad mit keramischen Bodenplatten- grosszügiges und helles Wohnzimmer- moderne Küche mit Glaskeramikherd, Backofen, Kühlschrank, Geschirrspüler- modernes Bad/WC mit Dusche und Fenster- Waschmaschine/Tumbler in der Wohnung- Einbauschränke im Entrée bieten zusätzlichen Stauraum- gedeckter Balkon- Dachterrasse- Kellerabteil- Lift",Langacherstrasse 14,8103 Unterengstringen,ZH
4.0,95,3090,"Eichacker 49, 8051 Zürich, ZH",«4-Zi-Eck-Reihenhaus mit grossem Garten»,,Eichacker 49,8051 Zürich,ZH
4.5,101,2090,"Bisikonerstrasse 5, 8308 Illnau, ZH",«Wohntraum für Familie»,"Per 1. Juni 2023 oder nach Vereinbarung vermieten wir diese helle und frisch renovierte 4.5-Zimmerwohnung. Die Wohnung verfügt über folgende Ausstattung:Küche und Bad im Frühjahr 2018 total saniertKüche mit hellen Fronten, Glaskeramikherd und sehr viel StauraumBadezimmer mit praktischem Hochschrank und grossem Unterbaumöbel ausgestattetSeparates WC vorhandenWohnzimmer und Korridor mit hellen Bodenplatten ausgestattetSchlafzimmer mit neuem ParkettbodenGrosser Einbauschrank im KorridorGrosser BalkonKeller und EstrichSpielplatzHaben wir Ihr Intere",Bisikonerstrasse 5,8308 Illnau,ZH
